,L1_Unhatched_2,L1_Unhatched_3,L1_Unhatched_4,L1_Unhatched_5,L1_Unhatched_6,L1_Hatched_1,L1_Hatched_2,L1_Hatched_3,L1_3hr_2,L1_3hr_3,L1_3hr_4,L1_3hr_6,L1_24hr_1,L1_24hr_2,L1_24hr_3,L1_24hr_4,L1_24hr_5,L1_24hr_6,L2_1,L2_2,L2_3,L2_4,L2_5,L2_6
TMUE_1000005547.1,82,45,63,103,23,16,1,6,0,5,7,0,1,17,9,12,0,20,30,24,31,27,29,24
TMUE_1000005548.1,0,0,24,3,0,3,4,1,0,0,3,0,0,0,7,0,0,2,1,1,36,1,0,10
TMUE_1000005549.1,561,331,311,278,266,125,5,126,20,53,95,1,26,54,62,7,11,27,102,109,6,79,152,12
TMUE_1000005550.1,811,284,438,234,86,120,30,54,22,62,69,1,7,62,119,5,2,81,18,60,123,109,184,67
TMUE_1000005551.1,4478,3086,2025,3135,1801,1975,178,2866,446,1066,1734,414,116,430,397,156,60,338,1168,1063,138,1158,895,126
TMUE_1000005552.1,105,28,260,62,36,23,53,22,36,90,5,1,12,50,110,7,7,54,81,71,119,72,145,77
TMUE_1000005553.1,137,194,103,195,150,75,12,54,0,33,90,15,9,64,56,26,12,61,49,118,44,122,89,41
TMUE_1000005554.1,0,0,3,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TMUE_1000005555.1,5,27,34,28,28,7,0,0,0,2,6,2,1,14,3,6,0,3,4,6,4,0,2,2
TMUE_1000005556.1,7,8,150,16,3,6,18,0,1,4,0,3,2,1,0,4,2,2,6,1,19,4,2,16
TMUE_1000005557.1,1,6,144,3,4,0,0,0,0,2,0,0,0,0,5,1,0,0,5,0,18,1,3,18
TMUE_1000005558.1,0,0,32,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,1,1,15
TMUE_1000005559.1,114,69,85,58,24,29,3,16,3,5,9,4,13,40,63,5,2,52,22,54,19,35,90,2
TMUE_1000005559.2,7,0,33,27,10,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,14
TMUE_1000005560.1,42,20,69,25,17,13,3,7,0,5,19,6,0,27,24,9,7,21,6,9,74,16,7,21
TMUE_1000005561.1,901,977,616,509,684,264,37,221,70,92,89,8,19,204,202,18,28,292,65,268,482,263,452,313
TMUE_1000005562.1,1,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,0,2,0,1
TMUE_1000005563.1,5,6,123,7,4,0,9,7,2,2,5,1,0,1,4,1,3,4,2,0,14,1,3,15
TMUE_1000005564.1,10,9,60,33,22,5,0,2,4,0,4,0,4,3,1,0,0,0,11,3,13,7,6,5
TMUE_1000005565.1,134,116,254,151,137,13,31,44,58,10,28,4,0,36,59,27,15,13,131,90,58,44,40,64
TMUE_1000005566.1,314,180,322,183,95,108,18,46,22,51,49,0,24,108,76,41,23,23,136,105,77,59,189,80
TMUE_1000005567.1,23,13,3,10,15,5,0,4,1,0,1,0,0,8,1,0,2,2,1,6,1,3,8,1
TMUE_1000005568.1,73,63,93,22,57,47,1,14,1,19,27,0,7,16,0,12,5,33,9,24,11,9,25,7
TMUE_1000005568.2,94,90,248,125,24,0,11,14,4,55,32,8,0,28,37,6,8,1,14,30,52,20,17,53
TMUE_1000005568.3,58,25,198,34,70,16,278,75,42,10,15,0,4,15,3,6,3,0,12,10,435,13,0,378
TMUE_1000005569.1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
TMUE_1000005570.1,457,306,269,596,381,151,15,289,10,103,207,51,148,312,328,234,82,318,1518,1915,182,1538,842,165
TMUE_1000005571.1,28,28,39,30,12,5,2,13,0,5,1,1,10,2,26,0,8,5,88,63,22,76,83,21
TMUE_1000005572.1,5,1,0,1,0,0,1,3,0,1,0,0,0,0,2,0,0,0,0,1,0,1,1,3
TMUE_1000005573.1,139,58,359,79,62,97,26,50,1,36,52,6,15,97,82,30,39,95,188,198,337,138,291,343
TMUE_1000005574.1,477,340,478,410,326,172,27,36,26,58,50,23,13,107,127,17,22,156,48,369,158,380,544,139
TMUE_1000005575.1,803,335,481,216,50,133,32,57,25,65,51,3,0,98,164,13,5,110,20,65,167,107,161,143
TMUE_1000005576.1,110,105,464,146,98,30,25,77,25,32,33,18,5,17,40,32,12,31,404,323,181,140,156,170
TMUE_1000005577.1,500,377,1179,460,310,157,40,243,65,169,161,68,52,204,191,116,46,158,358,305,434,290,461,365
TMUE_1000005578.1,3,16,53,12,54,0,11,1,0,2,1,0,0,1,3,1,1,2,6,22,44,4,11,12
TMUE_1000005579.1,1357,960,1000,615,601,457,42,210,51,217,203,40,28,154,248,62,23,178,201,276,191,278,347,159
TMUE_1000005580.1,855,658,4952,519,514,242,231,298,75,106,23,42,20,100,55,21,17,66,135,114,617,94,184,604
TMUE_1000005581.1,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,2
TMUE_1000005582.1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TMUE_1000005584.1,495,199,300,513,262,133,33,133,44,89,121,21,75,249,194,103,33,198,457,759,255,538,507,330
TMUE_1000005585.1,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_1000005586.1,69,59,37,50,17,23,2,20,0,9,8,0,0,13,12,8,4,2,16,14,6,33,32,21
TMUE_1000005587.1,13,5,20,13,8,9,0,3,1,1,0,0,0,2,0,0,0,0,1,1,0,1,2,0
TMUE_1000005588.1,256,109,478,162,123,53,15,98,12,62,53,6,3,47,77,21,3,48,201,121,162,62,120,111
TMUE_1000005589.1,554,957,597,1519,2386,210,12,406,135,224,455,57,120,396,449,79,52,593,540,3201,71,1589,3097,155
TMUE_1000005590.1,17,13,15,5,12,2,0,2,0,3,5,0,1,0,2,0,0,3,0,2,0,2,2,0
TMUE_1000005591.1,62,91,352,165,162,50,8,46,17,26,40,8,20,23,31,18,26,15,31,29,22,8,21,47
TMUE_1000005591.2,1858,1317,671,876,1174,470,26,934,96,261,163,32,18,144,147,33,0,129,162,127,8,93,193,0
TMUE_1000005592.1,230,110,152,140,48,88,21,45,11,9,26,5,0,30,33,0,4,22,37,48,104,79,55,93
TMUE_1000005593.1,791,535,426,1023,353,235,9,504,31,95,184,53,65,163,187,88,53,155,296,593,34,500,209,28
TMUE_1000005594.1,578,421,361,817,361,188,14,279,38,92,177,49,53,111,133,60,21,132,366,381,18,276,283,33
TMUE_1000005595.1,128,122,87,113,58,0,1,25,5,8,8,8,20,31,21,3,3,28,13,75,48,57,146,54
TMUE_1000005595.2,33,0,156,0,0,22,4,0,0,0,0,0,0,0,0,0,0,0,31,23,43,14,0,25
TMUE_1000005596.1,524,418,282,374,287,135,17,510,11,88,65,7,20,85,89,34,11,54,214,103,20,69,115,23
TMUE_1000005597.1,76,30,184,88,34,9,5,10,5,17,4,4,3,37,59,9,8,37,30,44,28,33,53,44
TMUE_1000005598.1,58,42,52,128,47,23,1,41,0,13,5,8,2,9,12,4,1,11,17,53,4,37,14,11
TMUE_1000005599.1,14,8,62,55,26,6,2,9,6,6,2,1,3,4,10,4,1,10,12,10,7,14,5,5
TMUE_1000005601.1,0,0,12,3,0,0,1,2,0,1,0,0,0,0,1,1,0,2,0,0,0,0,1,4
TMUE_1000005602.1,73,79,281,238,133,37,15,64,23,12,40,29,22,23,40,34,15,16,146,113,26,49,82,25
TMUE_1000005603.1,2,6,17,1,7,6,0,2,0,0,0,0,0,0,0,0,0,0,1,16,2,2,0,0
TMUE_1000005604.1,1,0,12,2,0,2,0,0,6,0,3,0,1,3,0,0,0,0,0,1,0,0,0,0
TMUE_1000005605.1,117,25,50,238,4,19,1,16,5,8,20,0,4,15,34,11,8,1,47,33,4,24,8,2
TMUE_1000005606.1,63,14,19,33,18,10,4,9,5,0,1,0,0,0,0,0,0,0,3,1,6,0,4,4
TMUE_1000005607.1,207,150,68,248,31,17,5,70,0,42,44,0,18,9,55,17,6,62,88,133,7,162,109,9
TMUE_1000005607.2,122,25,33,9,0,23,7,0,0,0,5,0,0,0,0,0,0,0,0,0,13,19,0,5
TMUE_1000005607.3,1794,1050,1624,678,562,522,123,213,110,183,81,16,41,205,197,29,15,107,101,140,325,107,308,260
TMUE_1000005608.1,5,5,36,3,6,0,0,0,0,0,0,0,0,6,5,0,1,5,13,9,12,19,8,19
TMUE_1000005609.1,66,36,37,51,32,14,1,28,12,12,14,1,0,2,5,3,0,3,4,3,1,5,7,1
TMUE_1000005610.1,20,14,11,11,22,1,5,3,0,1,6,0,0,9,4,2,5,5,9,38,10,28,32,6
TMUE_1000005611.1,129,92,619,128,126,44,30,50,20,38,81,24,0,59,29,14,11,60,136,134,644,125,208,592
TMUE_1000005611.2,4,10,54,68,0,6,0,0,0,11,11,3,0,1,28,9,0,90,170,144,0,23,38,0
TMUE_1000005611.3,0,0,61,0,0,0,0,0,0,0,8,0,15,71,23,15,6,19,69,0,11,57,52,10
TMUE_1000005611.4,4,0,0,0,6,6,0,5,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0
TMUE_1000005612.1,653,395,632,533,365,205,40,449,173,348,514,111,224,603,778,287,116,526,1583,1130,365,620,1188,353
TMUE_1000005613.1,107,102,131,96,39,21,4,50,17,44,67,14,29,65,129,36,24,93,212,173,148,105,119,166
TMUE_1000005615.1,1,1,6,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0
TMUE_1000005616.1,208,140,127,226,131,79,0,83,10,54,81,17,44,155,159,75,36,118,550,731,28,660,417,18
TMUE_1000005617.1,308,219,535,226,145,86,20,102,38,59,30,20,38,66,86,33,17,92,123,145,76,64,105,46
TMUE_1000005618.1,20,19,32,38,2,1,16,3,0,1,2,0,0,2,0,0,0,1,4,7,24,2,10,10
TMUE_1000005619.1,6,0,32,1,6,2,1,0,0,0,0,0,0,2,2,1,1,0,1,3,3,0,0,3
TMUE_1000005620.1,100,68,50,46,26,37,2,29,0,5,13,4,2,4,15,18,4,15,72,48,40,44,42,34
TMUE_1000005621.1,65,51,198,33,14,17,15,0,2,16,0,2,0,16,0,8,0,0,0,0,67,43,22,61
TMUE_1000005621.2,38,18,39,36,35,0,1,28,0,13,14,0,3,47,65,13,3,39,49,59,15,0,67,17
TMUE_1000005622.1,295,301,997,305,130,99,45,96,27,65,71,33,26,78,93,48,22,74,182,169,584,155,209,428
TMUE_1000005623.1,13,0,4,44,12,0,0,8,0,8,1,0,0,4,4,5,3,0,7,13,2,7,0,1
TMUE_1000005624.1,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
TMUE_1000005625.1,0,2,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TMUE_1000005625.2,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2
TMUE_1000005626.1,140,91,61,128,68,12,3,41,27,18,13,2,33,65,73,17,6,47,127,119,7,49,98,6
TMUE_1000005627.1,8,0,16,16,15,2,0,2,3,3,3,0,5,8,4,0,1,2,8,8,3,4,8,6
TMUE_1000005628.1,5,2,15,9,5,2,2,2,0,0,0,0,0,13,1,0,0,1,7,7,2,2,3,8
TMUE_1000005629.1,525,429,314,277,152,74,3,126,20,41,70,3,24,67,109,8,13,43,132,109,35,66,124,37
TMUE_1000005630.1,6,2,5,1,2,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,1,1
TMUE_1000005631.1,81,66,76,125,77,15,4,29,18,21,20,8,2,37,21,18,1,31,25,53,18,29,51,9
TMUE_1000005632.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
TMUE_1000005632.2,36,16,110,22,55,25,0,54,28,11,0,0,0,7,0,0,0,0,29,0,49,7,9,21
TMUE_1000005632.3,100,63,48,32,49,0,7,0,0,0,0,0,0,0,21,0,11,19,36,17,0,0,0,0
TMUE_1000005632.4,410,364,223,385,302,73,11,367,12,84,158,18,61,99,130,59,0,77,186,139,12,75,97,22
TMUE_1000005633.1,58,21,21,12,4,9,0,14,0,0,1,1,0,4,0,3,1,5,12,11,13,15,1,1
TMUE_1000005634.1,8,11,34,38,29,1,0,6,1,0,0,0,3,2,3,0,4,2,10,6,6,6,3,10
TMUE_1000005635.1,248,271,542,614,811,176,27,220,10,124,299,99,176,491,440,351,139,759,1889,2939,888,1771,2534,1433
TMUE_1000005636.1,135,100,130,162,99,19,1,47,14,13,13,2,3,11,23,3,3,16,23,14,9,39,44,6
TMUE_1000005637.1,196,166,262,104,110,69,0,59,0,62,39,0,0,45,37,0,0,45,120,101,144,76,133,118
TMUE_1000005638.1,0,0,0,0,0,13,8,15,8,0,22,0,0,0,2,0,0,15,7,0,16,8,18,8
TMUE_1000005638.2,51,74,0,20,18,0,0,0,0,0,23,0,0,0,16,0,0,0,27,0,0,0,26,0
TMUE_1000005639.1,0,3,5,5,3,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,0,0,5,0
TMUE_1000005640.1,2,0,3,2,2,0,0,1,2,1,0,0,0,0,0,0,0,0,0,3,0,0,3,0
TMUE_1000005641.1,0,0,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
TMUE_1000005642.1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,3,0
TMUE_1000005643.1,439,193,345,160,124,111,70,125,12,99,78,14,238,393,473,250,95,361,1131,826,164,604,444,139
TMUE_1000005644.1,10,30,10,23,36,1,0,1,0,1,0,0,0,4,4,0,0,1,5,12,17,13,19,9
TMUE_1000005645.1,28,5,17,19,12,1,0,8,0,21,17,7,5,29,50,10,0,42,10,20,2,16,19,3
TMUE_1000005646.1,726,485,743,866,480,283,39,295,58,71,151,28,38,185,181,85,46,149,340,411,97,385,377,146
TMUE_1000005646.2,23,51,21,3,11,3,1,16,0,10,42,7,8,0,27,7,0,8,32,45,5,12,10,3
TMUE_1000005647.1,128,38,161,152,75,68,5,60,0,27,55,10,22,90,64,20,15,72,67,128,27,75,103,32
TMUE_1000005648.1,0,0,11,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,9,0,2,5
TMUE_1000005649.1,238,123,1102,321,127,67,33,35,72,28,74,21,1,22,41,21,8,10,46,26,185,25,80,255
TMUE_1000005650.1,77,36,137,104,90,49,7,39,14,15,20,3,9,37,44,12,9,18,185,143,112,75,194,105
TMUE_1000005651.1,7,24,23,18,40,3,1,13,0,1,1,0,0,0,3,0,0,1,1,1,5,1,1,5
TMUE_1000005652.1,727,429,856,452,282,147,38,156,33,101,57,11,35,149,138,58,28,95,271,158,151,98,213,113
TMUE_1000005653.1,6039,3135,6248,4865,2867,2284,430,2566,739,683,984,171,497,1115,1089,524,201,855,8846,6322,2951,4008,5246,2038
TMUE_1000005654.1,11,0,10,17,3,2,0,1,0,0,0,1,6,6,0,0,0,1,166,190,48,53,171,51
TMUE_1000005655.1,31,18,51,26,12,12,0,5,0,0,8,0,0,6,11,1,0,1,105,100,60,87,81,58
TMUE_1000005656.1,1,0,15,2,4,1,0,6,0,0,0,2,0,51,28,3,3,45,14,8,15,7,18,15
TMUE_1000005657.1,0,3,6,7,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,6,4,3,0,2
TMUE_1000005658.1,4,4,7,8,5,3,0,7,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
TMUE_1000005659.1,0,81,560,86,19,63,0,90,61,40,0,34,21,160,85,34,31,52,10,112,290,59,16,242
TMUE_1000005659.2,434,164,206,291,146,0,27,124,0,29,41,0,55,0,55,0,0,27,503,224,0,108,209,87
TMUE_1000005660.1,7,1,106,45,48,11,2,7,0,18,27,1,7,10,11,8,3,0,14,11,28,8,12,21
TMUE_1000005661.1,83,34,103,65,75,17,2,15,1,4,4,0,1,12,4,7,0,13,1,8,39,20,28,27
TMUE_1000005662.1,138,71,44,125,63,25,2,37,25,10,22,5,13,51,88,9,11,62,127,127,15,152,159,7
TMUE_1000005663.1,514,385,399,267,191,109,47,105,26,103,76,20,15,111,116,26,16,95,84,128,144,136,214,84
TMUE_1000005664.1,304,207,188,259,139,80,12,63,6,46,79,33,24,95,77,33,25,125,93,132,40,165,243,36
TMUE_1000005665.1,168,94,121,158,92,76,7,82,2,24,7,5,17,22,23,11,2,19,273,85,9,59,205,17
TMUE_1000005666.1,25,15,36,6,11,0,1,3,2,0,1,29,44,56,53,24,31,45,669,707,962,214,633,1250
TMUE_1000005668.1,106,58,75,69,31,28,1,36,0,5,8,1,0,9,9,2,0,8,7,14,2,5,13,0
TMUE_1000005669.1,79,56,77,27,32,22,2,38,0,1,13,1,0,8,13,12,0,26,39,30,14,16,18,6
TMUE_1000005670.1,877,485,276,443,290,160,10,217,21,56,61,0,25,87,50,12,10,55,80,76,15,79,91,18
TMUE_1000005671.1,4,0,11,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,1
TMUE_1000005672.1,5,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0
TMUE_1000005672.2,5,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,0,2,0
TMUE_1000005672.3,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,5,5,0,5,5
TMUE_1000005673.1,85,14,165,26,11,3,11,5,2,5,1,0,0,5,10,0,1,2,32,12,39,19,14,33
TMUE_1000005674.1,3,1,5,0,1,4,0,0,1,1,1,2,0,5,0,6,0,0,5,5,17,5,0,3
TMUE_1000005675.1,0,1,15,3,71,0,19,1,0,0,1,0,0,0,0,0,0,0,0,5,2,1,0,0
TMUE_1000005676.1,37,14,13,38,19,3,0,1,0,0,0,0,0,1,3,2,0,4,1,2,27,0,0,17
TMUE_1000005677.1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TMUE_1000005679.1,9,1,9,5,3,0,0,0,0,0,0,0,0,5,4,0,0,2,1,0,7,2,0,0
TMUE_1000005680.1,139,42,68,327,54,15,1,6,0,1,1,0,2,1,0,1,0,10,0,8,11,10,24,2
TMUE_1000005681.1,0,0,25,0,8,0,7,84,0,19,0,0,0,0,0,20,0,16,13,0,0,0,0,0
TMUE_1000005681.2,72,36,67,67,66,43,0,46,0,0,0,0,33,0,34,0,7,11,65,75,5,40,0,9
TMUE_1000005681.3,23,46,70,91,8,0,0,0,0,0,21,6,0,27,0,0,0,0,17,0,4,14,82,0
TMUE_1000005682.1,11,4,19,11,7,8,0,20,0,0,8,1,0,0,2,0,1,1,4,7,2,18,5,2
TMUE_1000005684.1,38,22,31,25,5,6,0,11,0,7,11,0,7,28,15,24,1,21,2,9,9,9,10,4
TMUE_1000005685.1,121,47,117,70,29,17,1,14,6,24,7,2,8,22,41,8,1,42,12,29,28,25,31,19
TMUE_1000005686.1,192,134,177,158,62,26,14,53,0,31,15,2,0,18,1,3,2,25,30,23,32,20,37,27
TMUE_1000005687.1,25,7,101,10,3,8,2,5,22,3,7,1,3,0,1,9,3,4,109,87,186,60,142,187
TMUE_1000005688.1,14,18,93,4,0,8,3,0,3,1,0,0,0,6,10,0,0,10,0,1,24,2,2,12
TMUE_1000005689.1,3,6,65,19,13,0,5,2,0,0,4,2,0,0,1,1,1,4,0,0,33,4,0,19
TMUE_1000005690.1,22173,14325,8135,15255,8527,4068,221,10165,2676,4128,4524,873,376,1290,1733,366,187,1084,2035,1772,187,1068,2241,224
TMUE_1000005691.1,658,332,452,435,256,268,18,232,80,86,95,8,20,58,64,13,6,45,191,166,34,89,156,44
TMUE_1000005692.1,526,234,412,337,247,121,14,125,9,52,40,7,56,107,107,13,13,49,215,307,339,201,275,150
TMUE_1000005693.1,17,12,25,28,35,12,0,5,0,1,8,0,9,11,2,1,1,3,27,34,12,24,10,22
TMUE_1000005694.1,0,35,67,191,59,128,0,0,0,20,0,29,12,0,0,38,17,46,0,0,18,0,0,7
TMUE_1000005694.2,660,417,405,453,310,86,24,305,89,84,172,0,0,97,118,20,0,31,257,169,53,117,196,46
TMUE_1000005695.1,239,173,158,218,62,58,8,75,3,6,14,1,6,24,9,3,3,18,39,26,18,25,18,29
TMUE_1000005696.1,66,30,38,77,21,4,4,21,4,3,10,0,2,19,10,7,8,21,41,37,31,36,26,24
TMUE_1000005697.1,9,33,32,0,0,0,0,53,0,4,10,0,0,2,10,5,0,0,67,30,3,16,0,5
TMUE_1000005697.2,106,50,86,303,40,30,16,9,0,0,0,13,0,0,0,0,2,21,48,31,16,6,44,21
TMUE_1000005697.3,77,0,0,0,0,2,0,20,4,20,0,0,0,10,10,10,0,0,0,0,0,0,0,0
TMUE_1000005698.1,0,4,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,3,1,1,1,0,0,0
TMUE_1000005699.1,245,276,150,244,182,92,3,138,24,39,55,6,22,120,89,20,2,60,202,143,31,157,218,29
TMUE_1000005700.1,929,533,1325,810,293,362,89,476,206,112,266,55,76,133,137,98,46,100,261,125,120,144,159,156
TMUE_1000005701.1,0,0,7,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,3,0,2
TMUE_1000005702.1,0,2,2,2,4,0,1,5,0,0,0,0,0,0,2,0,0,3,12,4,1,4,3,2
TMUE_1000005703.1,103,59,166,132,38,9,4,27,0,0,4,0,0,24,14,15,5,28,121,74,23,40,52,18
TMUE_1000005704.1,0,0,12,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_1000005705.1,0,0,8,14,23,2,0,3,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,1
TMUE_1000005706.1,351,146,109,117,49,84,7,25,28,56,25,1,342,1172,1588,212,173,1219,203,98,50,215,133,43
TMUE_1000005707.1,134,14,96,297,11,16,54,5,0,0,7,5,1,0,2,0,1,0,1,0,0,1,2,0
TMUE_1000005708.1,17,15,17,4,11,0,0,5,0,8,9,0,0,4,11,0,3,6,27,19,5,17,23,1
TMUE_1000005709.1,7,5,1,6,5,0,0,1,0,0,0,1,0,0,3,0,0,1,3,9,3,4,12,5
TMUE_1000005710.1,17,1,3,5,1,0,2,1,0,0,0,0,0,0,6,0,0,0,1,13,1,8,7,2
TMUE_1000005711.1,282,81,132,121,100,70,10,28,13,20,57,1,0,62,55,14,8,34,4,14,5,34,25,8
TMUE_1000005712.1,42,27,146,25,52,4,6,13,2,4,0,0,0,22,6,0,1,13,10,20,28,10,6,45
TMUE_1000005713.1,162,99,519,214,78,61,16,70,20,17,30,6,0,24,10,6,9,10,54,46,57,55,59,70
TMUE_1000005714.1,335,274,635,488,274,176,6,327,99,83,204,49,160,167,240,228,60,204,540,295,61,156,216,63
TMUE_1000005715.1,1,4,11,3,5,0,0,4,0,1,2,0,0,1,0,0,0,0,0,0,0,1,1,0
TMUE_1000005716.1,0,0,10,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0
TMUE_1000005717.1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,9,0,3,3,0
TMUE_1000005718.1,15,13,34,12,0,7,0,0,0,0,0,2,0,23,16,3,4,22,31,11,96,15,47,115
TMUE_1000005718.2,75,48,5,11,0,41,0,26,60,3,25,0,18,32,38,12,0,18,144,98,0,49,3,16
TMUE_1000005718.3,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,4
TMUE_1000005718.5,66,10,120,48,35,0,7,33,0,3,0,0,16,0,33,17,19,33,12,0,50,12,49,25
TMUE_1000005719.1,122,76,221,66,28,41,6,57,8,8,11,5,13,27,30,15,2,14,252,176,56,79,91,35
TMUE_1000005720.1,17,7,29,16,2,0,2,0,0,2,0,0,0,19,5,0,3,1,109,195,39,154,329,36
TMUE_1000005721.1,0,2,12,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,2,4,9
TMUE_1000005722.1,1194,355,707,389,192,188,35,138,14,111,107,10,31,147,105,16,15,70,193,115,113,129,169,82
TMUE_1000005723.1,18,3,18,12,5,4,1,2,8,0,0,0,0,3,2,0,0,1,8,14,8,9,7,6
TMUE_1000005724.1,12,27,13,14,15,1,0,6,0,0,2,0,0,0,9,0,1,0,8,8,10,7,16,6
TMUE_1000005725.1,151,49,68,76,52,38,27,19,0,21,25,0,1,43,34,3,2,36,2,7,7,15,12,8
TMUE_1000005726.1,85,23,89,73,22,36,1,20,0,14,11,0,0,47,52,10,5,22,80,54,5,56,60,8
TMUE_1000005727.1,64,27,55,68,30,26,0,27,8,0,12,0,11,3,4,3,5,10,46,19,6,19,14,6
TMUE_1000005728.1,613,362,530,338,449,73,49,96,83,140,74,7,35,248,216,65,23,427,157,341,411,184,717,199
TMUE_1000005729.1,215,69,267,87,83,32,15,11,14,27,28,3,13,92,102,25,10,94,50,72,162,64,199,52
TMUE_1000005730.1,15,7,12,33,11,0,1,3,0,2,4,0,10,8,6,0,4,4,111,282,58,114,178,102
TMUE_1000005731.1,26,6,9,7,2,8,0,2,9,3,5,0,0,14,8,4,6,6,17,28,14,17,30,4
TMUE_1000005732.1,0,0,0,5,3,0,0,1,0,1,3,1,0,0,0,3,0,0,1,0,0,3,2,0
TMUE_1000005733.1,268,49,638,92,76,41,52,38,47,14,29,21,0,17,27,4,6,15,85,56,603,119,164,603
TMUE_1000005734.1,18,11,22,0,7,7,3,3,0,0,15,0,13,21,22,13,2,18,60,131,20,74,74,22
TMUE_1000005734.2,95,34,104,130,89,34,6,47,16,8,28,6,7,24,23,16,21,22,31,93,21,51,80,30
TMUE_1000005735.1,505,332,1022,388,402,168,60,233,49,150,119,11,56,186,211,54,37,166,381,503,918,421,488,823
TMUE_1000005736.1,12,10,6,22,8,5,2,17,0,7,7,0,0,9,6,0,1,4,30,26,4,33,10,5
TMUE_1000005737.1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,2,1,0,1,5,0,0,4,0,0
TMUE_1000005738.1,0,0,8,4,6,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,1,0,0,2
TMUE_1000005739.1,464,327,314,494,344,183,70,239,23,72,85,51,17,111,134,62,39,95,219,300,69,249,309,72
TMUE_1000005740.1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMUE_1000005741.1,1817,967,1180,875,728,429,119,137,121,248,194,16,46,204,313,37,17,178,90,194,159,227,338,118
TMUE_1000005742.1,235,203,265,239,112,88,8,87,10,38,45,3,26,22,82,15,13,44,259,220,65,125,285,84
TMUE_1000005743.1,262,192,96,141,108,45,1,73,13,35,15,2,22,79,67,23,5,45,80,85,19,107,56,14
TMUE_1000005745.1,895,837,502,1102,723,381,17,1339,126,204,373,100,236,430,327,281,92,340,1795,1267,42,924,699,57
TMUE_1000005746.1,0,0,5,1,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,24,0,0,11
TMUE_1000005747.1,1,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TMUE_1000005749.1,0,3,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TMUE_1000005750.1,38,22,35,26,4,1,12,2,0,0,1,0,0,8,11,1,2,4,3,18,14,13,18,8
TMUE_1000005751.1,214,102,124,204,67,52,8,66,16,16,39,16,29,55,79,31,15,71,138,157,54,151,166,126
TMUE_1000005752.1,1037,504,654,344,363,309,52,71,34,106,87,21,7,53,221,41,23,122,118,181,195,149,271,128
TMUE_1000005753.1,92,66,207,80,45,18,8,53,19,29,34,18,22,41,43,36,21,32,100,141,178,111,69,248
