"","L1_Hatched_1","L1_Hatched_2","L1_Hatched_3","L1_Unhatched_2","L1_Unhatched_3","L1_Unhatched_4","L1_Unhatched_5","L1_Unhatched_6","L1_3hr_2","L1_3hr_3","L1_3hr_4","L1_3hr_6","L1_24hr_1","L1_24hr_2","L1_24hr_3","L1_24hr_4","L1_24hr_5","L1_24hr_6","L2_1","L2_2","L2_3","L2_4","L2_5","L2_6"
"TMUE_2000006146.1",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"TMUE_2000006147.1",3,0,2,0,9,0,3,0,2,0,0,0,0,0,0,0,4,10,4,44,28,35,82,23
"TMUE_2000006148.1",382.549,8.62571,414.219,832.712,502.956,520.211,1154.27,362.098,76.4352,141.59,386.976,97.8227,107.317,494.07,412.929,159.836,69.2868,314.567,653.269,1586.14,48.7349,1956.64,952.471,57.6536
"TMUE_2000006148.2",167.004,23.7725,271.288,244.375,291.341,110.112,339.194,293.033,12.2663,41.6108,73.8982,11.9993,13.5725,125.903,69.4923,42.1238,25.056,128.489,99.1512,367.119,37.4685,311.96,306.919,48.8898
"TMUE_2000006148.3",21.7366,0,31.4068,76.3771,91.4267,8.50882,139.692,26.5069,10.2984,0,25.5447,6.17802,15.0689,15.4763,3.89429,0,2.91753,15.8114,7.29807,183.513,0,94.4496,21.389,0
"TMUE_2000006148.4",76.7095,10.6018,114.087,412.536,164.277,91.1682,283.84,35.3623,0,37.7988,79.5808,0,29.0419,94.5511,87.6848,29.0402,4.73963,63.1331,155.282,391.231,17.7966,627.948,395.221,3.45655
"TMUE_2000006149.1",185,29,39,813,463,404,330,382,17,87,43,1,30,238,289,52,22,186,49,115,169,181,447,93
"TMUE_2000006150.1",16,0,7,16,13,29,38,6,12,1,4,3,6,0,2,5,4,5,4,10,0,12,0,0
"TMUE_2000006151.1",11,3,4,46,27,39,18,9,0,6,6,0,6,13,26,1,0,12,2,9,32,18,15,28
"TMUE_2000006152.1",41,47,22,143,228,218,68,82,5,16,13,0,4,47,78,5,9,50,18,51,151,38,115,128
"TMUE_2000006153.1",72,20,42,538,233,275,192,173,4,67,42,0,23,170,243,29,13,138,73,96,175,117,269,104
"TMUE_2000006154.1",0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_2000006155.1",9,0,9,41,28,33,36,22,0,0,8,0,16,35,37,13,12,24,127,322,26,232,201,29
"TMUE_2000006156.1",6,31,3,10,110,70,21,13,0,1,0,0,0,2,0,4,4,18,2,19,195,7,6,77
"TMUE_2000006157.1",8,0,9,40,17,94,68,18,7,5,12,0,2,14,15,7,1,21,13,10,19,20,20,21
"TMUE_2000006158.1",44,17,19,51,72,222,33,98,33,0,21,8,24,27,25,6,7,38,14,12,179,20,17,103
"TMUE_2000006159.1",0,1.50325,0,1.10357,0,8.21899,2.58682,0,0,0,0.805402,0,2,0,0,4,0,0.465067,0,0,5.51228,0,0,12.9234
"TMUE_2000006160.1",7,1,11,55,34,55,54,31,0,0,3,0,1,18,17,12,3,5,43,35,6,19,23,13
"TMUE_2000006161.1",2,0,3,6,18,15,5,0,0,0,1,0,0,0,0,0,0,2,2,0,15,1,1,8
"TMUE_2000006162.1",1.5,4,2,0,9,10,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,18,2.5,1,13.5
"TMUE_2000006163.1",10,21,7,26,17,211.175,32,17,28,0,1,2,4,5,15,16,10,2,19,20,89,25,22,72.8113
"TMUE_2000006164.1",14,1,21,62.9168,38,22,33.9312,13,2,0,19,0,2,9,6,7.65622,1,8,27,27.8412,2,22,16,3
"TMUE_2000006165.1",0,0,0,0,2.82521,0,0,0,0,0,0,0,0,0,1.11332,0,0,0,0,0,1.74737,1.87287,3.94809,0
"TMUE_2000006166.1",76.3082,19.7157,59.608,325.598,229.433,148.694,168.286,101.166,84,42.4632,17.9068,15,18.8801,28.8062,100.524,20.2087,14,59.2944,10.9416,60.1466,40.9014,63.5198,168.445,53.2165
"TMUE_2000006167.1",150.376,13.4537,198.724,513.232,315.59,273.142,318.632,278.719,27.0386,65.8553,126.146,74.8511,24.5468,93.8945,104.598,35.8381,11.5028,35.6343,170.697,104.291,20.4614,98.1243,134.239,17.4157
"TMUE_2000006168.1",227,102,119.433,1019.36,624.502,1559.7,420.006,403.476,104,157,129.935,28,31,129.449,176.883,68,49,267.096,188.349,290,930.253,285.039,411.567,722.039
"TMUE_2000006168.2",0,0,13.567,59.6379,46.2701,135.763,30.4892,9.52421,0,0,33.0648,0,0,68.5506,60.1169,0,0,15.9042,14.6514,0,39.7469,29.9607,36.5059,50.961
"TMUE_2000006169.1",5,6,2,5,12,323,9,2,0,1,0,1,0,2,1,0,1,5,3,2,32,2,1,28
"TMUE_2000006170.1",28,7,19,52,31,100,64,9,16,39,51,13,19,77,86,11,11,32,375,416,212,317,394,208
"TMUE_2000006171.1",740,28,1298,1321,1507,604,1127,1298,144,177,376,63,160,357,318,117,46,358,1389,1485,71,801,1180,86
"TMUE_2000006172.1",0,0,0,115.591,0,87.8158,24.1263,30.26,30.3263,0,0,0,0,14.9911,0,29.1323,19.5919,61.5468,162.138,42.7179,159.061,89.195,13.8078,221.992
"TMUE_2000006172.2",0,0,0,8.64349,27.2428,27.1954,0,0,0,0,0,3.91232,0,0,0,0,0,0,16.1431,48.1998,56.8784,27.2458,119.165,65.6193
"TMUE_2000006172.3",0,0,0,0,0,29.6574,0,0,0,0,0,0,0,0,0,0,0,0,8.83381,10.9967,29.4614,0,0,9.76398
"TMUE_2000006172.4",48.6193,49.1694,83,256.852,159.967,439.825,405.417,205.633,4.67369,36,36,0,17.2749,43.2102,52.6249,8.86773,6.76519,61.6862,139.064,409.782,99.159,110.305,371.736,149.337
"TMUE_2000006173.1",0,1,0,0,0,4.54943,0,1.14937,0,0,0,0,0,0,0,0,0,0,0,1,1.11494,2.47111,0,1
"TMUE_2000006174.1",24,27,14,160,96,369,74,36,17,35,32,5,11,81,63,27,12,33,78,78,166,44,101,165
"TMUE_2000006175.1",0,0,0,0,0,7,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2
"TMUE_2000006176.1",54.4635,10.3881,84.3766,282.388,105.034,187.008,191.596,188.33,5,45,75,14.8907,64,135.247,136.763,77.8903,21.7821,130.151,493.944,717.784,111,564.8,398.986,233
"TMUE_2000006177.1",98,99,59,304,154,929,167,140,56,40,36,36,16,54,94,73,25,58,47,93,442,98,186,635
"TMUE_2000006178.1",0,5.98851,21.7401,62.9438,40.8545,234.048,74.6779,24.9917,0,18.3433,6.08435,0.0107885,4.47236,55.5824,43.8847,4.43548,10.2705,24.7624,56.2541,52.0872,113.003,43.7044,93.3222,66.8301
"TMUE_2000006179.1",7,8,2,1,2,188,19,59,2,0,0,0,0,0,3,5,1,0,0,2,77,0,2,27
"TMUE_2000006180.1",0,2.8,0,1.94737,0,89.5311,10.7143,9.41176,0,0,1.66667,0,0,0,1.5,8,2,0,4,10,28.4211,0,2.5,23.8333
"TMUE_2000006181.1",128.488,233,409.313,366.741,558.476,870.643,571.821,960.609,85.8969,109.918,94.6182,30.9273,27.8219,101.022,116.313,52.997,11.8157,85.7003,350.648,279.238,748,123.208,237.698,367
"TMUE_2000006181.2",136.512,0,165.687,450.259,223.524,183.357,288.179,122.391,51.1031,121.082,111.382,45.0727,53.1781,159.978,161.687,80.003,28.1843,112.3,627.352,543.762,0,273.792,288.302,0
"TMUE_2000006182.1",32,0,116,99,125,21,117,96,1,40,25,12,23,39,100,35,16,44,1131,585,44,411,229,40
"TMUE_2000006183.1",0,0,1,1,16,4,8,54,0,0,2,0,1,10,11,0,1,27,12,30,11,19,58,3
"TMUE_2000006184.1",2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1
"TMUE_2000006185.1",0,1,0,2.22673,0,15.3056,6.79375,0,0,0,3,1,0,1,1.49546,2,0,4,3,4,3.69731,6,11.7383,1.70782
"TMUE_2000006186.1",1.39372,0,1.04015,7.14654,7.93209,29.8859,21.4884,8.88091,0,0,0,0,0.0137995,10.7496,1.31574,0.016739,0,0,14.6999,8.3081,15.4216,8.1583,4.74843,6.21703
"TMUE_2000006187.1",58.8844,6.15222,105.03,177.886,140.044,123.011,365.839,207.774,12.7209,137.382,288.219,54.8172,217.349,462.712,468.995,329.269,79.1469,541.727,3250.56,4557.64,147.422,3462.11,2666.62,260.169
"TMUE_2000006188.1",23,8,38,54,36,71,74.3189,64.8045,3,6,10.6439,5,11,39,22,24,9,32.8037,41.7311,89.4063,55,99.788,55.9973,101.699
"TMUE_2000006189.1",0,0,0,0,0,0,10.5763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_2000006190.1",8,2,5,57,15,73,21,14,0,5,0,1,0,3,4,1,0,4,2,2,34,18,15,25
"TMUE_2000006191.1",128,64,93,337,271,840,194,173,55,8,38,7,15,44,73,16,21,54,83,64,180,36,97,207
"TMUE_2000006192.1",0,0,33.9811,6.86088,4.54431,30.7184,87.1202,0,0,0,2.23615,0,6.52561,0.158101,12.0829,15.3939,1.16895,14.4115,92.9009,110.004,0,102.106,39.8392,1.4801
"TMUE_2000006192.2",89.7568,10,90.0189,208.537,193.284,71.0143,215.836,96.3029,0,4.84137,26.9704,8,42.3014,126.842,83.9171,7.85599,14.831,107.323,83.556,169.289,145,104.669,213.161,90.5199
"TMUE_2000006193.1",15.2432,0,0,47.602,5.17131,33.2673,20.0443,8.69713,0,13.1586,17.7935,0,14.173,0,0,4.7501,0,19.265,6.54312,5.7075,0,15.2247,0,0
"TMUE_2000006194.1",1,2,4,1,5,79,10,6,5,3,0,1,0,0,0,0,0,1,6,1,17,9,5,13
"TMUE_2000006195.1",61.1784,287,21,156.942,166,1393.31,80.3211,155.191,41,18,15,5,0,14,32,12.1121,4,52.802,28,35,1282.78,44,129,951
"TMUE_2000006196.1",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,0
"TMUE_2000006197.1",5.80952,5.89604,9.26718,21.8454,6.17564,126.74,28.3331,36.4319,4.96267,0,0,0,3,0,6.66932,10.7995,0,7.21722,2.86412,8.22967,4.33106,0,0,0
"TMUE_2000006198.1",44.6579,16.1417,28.188,383.06,346.553,114.913,161.922,332.404,7.32345,32.8227,17.0858,0,0,57.0722,25.0363,9.41441,13,66.6207,11.3538,49.3577,128.705,70.9235,147.907,83.2579
"TMUE_2000006198.2",45.6445,14.8151,12.812,205.336,192.442,430.369,134.195,0,38.682,25.6555,12.7859,0,0,0,60.9397,0,0,0,0,17.3881,106.017,10.9525,77.0094,30.0526
"TMUE_2000006199.1",83,48,41,406,274,843,221,134,6,64,12,9,5,31,47,1,8,30,39,38,160,31,78,156
"TMUE_2000006200.1",1,0,5.55011,14.7349,27.1137,94.142,45.9416,23.8404,3.96366,17.8347,3.29645,1,3,1,18,10,3.56454,19.8685,11,13.4263,25.3167,14.5761,12,20
"TMUE_2000006201.1",0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03536
"TMUE_2000006202.1",0,0,1,0,0,0,4,1,0,0,0,1,0,0,0,0,1,0,26,519,245,333,512,315
"TMUE_2000006203.1",0,0,0,5.39273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55108
"TMUE_2000006204.1",1,0,0,1,2,1,16,6,0,0,3,5,10,7,11,2,0,10,4,1,2,3,4,6
"TMUE_2000006205.1",0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,112,7,80,62,11
"TMUE_2000006206.1",1,0,0,0,0,7.69596,4,0,0,0,0,0,0,3,0,0,0,0,5,3,2,9.63397,1,3
"TMUE_2000006207.1",38,0,37,127,68,94,124,46,0,6,13,11,15,32,22,16,1,28,179,144,14,99,98,19
"TMUE_2000006208.1",15,2,12,157,56,84,97,40,0,15,17,2,13,76,88,12,9,57,47,98,28,153,207,18
"TMUE_2000006209.1",465.355,50.8681,577.646,1479.66,1401.22,1064.73,1288.76,1306.89,88,167,196.951,30,27,116.668,102.532,47.7373,18.7859,99.9376,93.7295,132.522,37.9754,120.887,218.385,16.45
"TMUE_2000006210.1",234.699,94,111.843,1215.46,515.706,1721.1,454.005,249.046,32.4709,64.8126,65.3016,15,1,21.3141,33.1232,7,15.2364,48,97.584,66.6755,215,89.4815,178.863,160
"TMUE_2000006211.1",1,0,3,5,11,4,10,12,0,0,0,2,0,0,1,4,0,2,4,38,5,12,9,1
"TMUE_2000006212.1",29,12,30,120,25,79,82,36,1,33,42,5,36,79,142,48,21,72,292,329,60,316,289,50
"TMUE_2000006213.1",64,19,63,213,90,321,168,89,8,32,50,7,27,95,61,35,24,65,273,231,81,189,219,84
"TMUE_2000006214.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_2000006215.1",8,34,2,23,17,109,7,1,5,0,3,1,0,7,0,2,3,3,0,5,246,7,13,163
"TMUE_2000006216.1",3.79494,0,0.11566,0,0,10.5714,0,0,3,0,0,2,0,11.4424,22.571,8,10,0,0,7.18983e-06,4.46156,0,0,5.80502
"TMUE_2000006216.2",37.2051,56,32.8843,169,102,198.429,88,122,0,91,178,0,22,150.558,173.429,0,0,230,105,325,793.538,625,993,527.195
"TMUE_2000006217.1",0,0,0,0,0,4.02926,0,0,0,0,0,4.02898,0,6.04196,0,0,2.3825,0,0,0,0,0,1.97108,0.592419
"TMUE_2000006218.1",236,19,49,768,343,265,314,203,48,45,40,9,31,215,183,31,18,147,41,140,64,275,343,58
"TMUE_2000006219.1",21,0,39,127,132,61,119,38,18,9,5,6,7,37,23,16,6,52,54,108,4,139,88,4
"TMUE_2000006220.1",227,8,751,678,889,271,1024,963,7,91,135,68,41,107,116,83,38,131,327,511,28,382,243,27
"TMUE_2000006221.1",0,3.09062e-06,0,0,0,0,0,0,0,0,0,0,3.62608,0,0,0,0,0.495201,0,0,0,0,0,0
"TMUE_2000006222.1",0,3,0,0,0,10,2,5,0,0,0,0,0,0,0,0,1,0,0,0,7,0,0,1
"TMUE_2000006223.1",299,33.3825,498,1206,1131,714,879.845,1160,83,230,221,69,123,231,301,169,33,258,428.894,527,90,263,751,81
"TMUE_2000006224.1",1,0,2,4,6,15,5,3,1,0,0,0,0,1,2,0,0,3,0,5,9,8,15,0
"TMUE_2000006225.1",0,0,0,4,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,4,6,10,4
"TMUE_2000006226.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_2000006227.1",0,1.33426,0,2,0,21.5822,0,2.01188,0,0,0,0,0,0,0,5,0,0,5.50364,3,1,2,3.75073,2.70827
"TMUE_2000006228.1",0,0,10,3,1,30,19,5,0,3,0,4,0,2,9,2,0,5,8,4,1,11,5,4
"TMUE_2000006229.1",211,35,268,879,504,899,455,324,58,161,120,45,65,148,138,52,25,111,361,273,192,228,385,133
"TMUE_2000006230.1",217,4,197,899,545,399,388,218,22,117,112,10,19,120,181,21,3,81,230,185,84,162,315,36
"TMUE_2000006231.1",45,14,65,99,116,219,57,68,13,60,30,12,27,62,34,11,7,38,159,126,179,74,172,148
"TMUE_2000006232.1",21.2762,7,33.612,110.842,34.5158,91.288,48.3466,28,6,27,13,0,12,25.8938,32,7,5,26,115.736,67.7789,10,42.7158,89,16
"TMUE_2000006233.1",3,0,3.4067,2.20862,0,97.0441,11.15,3.18547,1.17102,0,0,0,0,0,0,0,0,0,2.55166,7.63327,24.3916,7.457,1.11345,41.3923
"TMUE_2000006234.1",0,0,1.25,3.2,0,25.598,16.125,12.75,4.5,0,0,0,0,9,0,0,4,6.5,4.6,6,47.6222,2.5,0,0
"TMUE_2000006235.1",335,219,276,1627,946,4046,599,694,116,112,133,97,28,156,271,51,56,152,490,408,1378,254,560,1711
"TMUE_2000006236.1",52,19.4404,92.2546,195.628,74.6467,177.916,192.363,62.1452,61,54.5663,69.4148,9.33143,16,151.444,156.612,31.0256,6,91,201.982,204.628,145.626,231,288.65,89.6565
"TMUE_2000006237.1",364,223,391,1078,1641,4722,1050,1211,227,131,190,37,27,91,135,110,58,133,474,337,357,138,207,321
"TMUE_2000006238.1",116,1,223,341,246,116,430,177,18,94,127,34,45,120,90,81,28,109,340,632,19,381,261,24
"TMUE_2000006239.1",12,13.4967,17,36.8964,26,240.781,19.4132,12,4,6,2.1946,3,0,13,23,3,1,4.53493,15,22,125.488,21,23,49.0766
"TMUE_2000006240.1",76,8,117,226,172,114,189,109,39,68,106,7,2,99,94,49,15,67,223,242,32,179,212,37
"TMUE_2000006241.1",203,237,67,526,364,1114,209,188,104,147,403,57,165,805,693,230,198,993,59,403,2283,495,841,1559
"TMUE_2000006242.1",8.99904,4.01013,12.8511,30.2977,9.47504e-07,186.14,45.2387,0,0,0,0,5.89981,0.731189,5.95631,0,0,0,0,53.1283,150.602,57.7535,100.376,0.00375076,39.3442
"TMUE_2000006243.1",19,2,13,23,25,34,28,7,11,3,17,7,12,3,9,4,2,19,700,696,207,217,468,229
"TMUE_2000006244.1",0,3,1,0,0,14,3,1,0,0,0,1,0,2,1,0,0,0,0,1,7,0,1,3
"TMUE_2000006245.1",15,6,15.3387,33.4127,27.2758,366.693,38.3366,27.1274,0,5.41583,10.3299,2,7.74647,12,7,4,0,6,17,15,68,12,13,75
"TMUE_2000006246.1",2,0,4,13,7,46,14,9,2,5,0,0,0,0,12,0,0,0,3,1,2,0,1,8
"TMUE_2000006247.1",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_2000006247.2",0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0
"TMUE_2000006248.1",36,28,54,361,280,348,179,132,4,27,24,11,26,46,104,21,11,46,65,56,159,63,123,146
"TMUE_2000006249.1",76.0545,1,93.43,325.71,141.619,104,112.979,49.9454,7,26,17,4,32.3727,63.2363,37.1841,9,2,46.2585,99.19,67.6343,11,49.2122,51,3
"TMUE_2000006250.1",127,13,67,502,259,277,338,140,0,39,40,2,0,310,350,26,18.9385,203,497.165,482,135,376,703.042,126
"TMUE_2000006250.2",0,0,0,0,0,0,0,0,33,0,0,0,15,0,0,0,0.0614511,0,24.8349,0,0,0,11.9584,0
"TMUE_2000006251.1",0,0,0,0,2,19,0,2,0,2,2,0,0,4,4,1,0,4,4,1,5,0,2,2
"TMUE_2000006252.1",392.832,21.1648,370.211,934.206,688.314,519.852,774.683,398.419,9.23887,118.086,304.143,43.8759,28.3645,380.665,314.987,121.732,57.7183,277.176,326.661,620.738,151.253,582.897,642.058,128.473
"TMUE_2000006253.1",0,6.27362,9.49577,25.5519,28.4759,38.742,26.987,25.7748,1,0,21.1794,4.64268,0,3.47282,3.54056,0,0,7.73778,5.52226,4.16871,2.99824,5.6244,2.35649,0
"TMUE_2000006254.1",0,0,12.4916,12.8256,12.0283,6.04729,21.1521,7.95288,7.86207,0,0,2,1,0,3.93239,0,0,0,7.54288,5.37493,0,1.81227,1.8606,0
"TMUE_2000006255.1",18.6249,0,0,34.2766,5.88699,48.7412,0,6.02437,0,0,0,0,0,20.9864,0,0,0,0,10.2604,0,35.9163,14.0888,40.468,0
"TMUE_2000006255.2",33.5524,52,95.0504,442.994,289.256,217.297,184.916,148.084,0,29.3136,22,0,0,7.91742,40.903,0,7.09499,21.6313,112.944,127.95,40.0837,61.3883,86.7826,34
"TMUE_2000006255.3",141.823,0,102.95,163.73,232.857,53.9615,176.084,278.891,19,29.6864,0,1,3,26.0961,25.097,20,5.90501,87.3687,61.7952,78.0495,0,59.5228,162.749,0
"TMUE_2000006256.1",0,0.412787,0,0,1.71768,15.5521,0,0,6,0.138447,0,0,0,0,1.66667,0,0,0,0,0.417035,6.69446,0,0,0
"TMUE_2000006257.1",1.82487,6.35513,2,2,3.5,206.936,7.50582,0,0,1.5,0,1.5,1,3,7.41032,4,1.66667,0,8,2.91849,37.367,5.5,0,42.9436
"TMUE_2000006258.1",22.2209,20.1115,49.6918,49.4121,0,52.0373,0,2.67853,0,0,0,0,0,0,0,0,0,12.045,0,0,2.88458,0,7.16432,8.69917
"TMUE_2000006258.2",14.7478,14.8885,77.3082,69.2956,84.5997,180.637,70.8449,105.542,0,0,0,0,3.56479,16.4943,18.8216,19.1436,15.0301,27.1873,15.3063,44.9343,219.472,28.6622,84.7427,167.998
"TMUE_2000006258.3",0,0,0,23.2204,0,0,0,0,21.9401,2.50156,7.15559,0,0,0,1.03157,0,0,0,0,0,0,0,0,0
"TMUE_2000006258.4",2.49455e-07,0,0,120.072,24.4003,66.3256,121.155,17.7796,0,8.49629,16.8366,0,25.2987,66.4035,33.2937,25.8564,19.9699,49.447,79.6712,119.403,133.643,62.3945,203.093,108.303
"TMUE_2000006258.5",10.0312,0,0,0,0,4.0351e-06,0,0,0.0598807,0.00215496,0.00786038,11,3.13646,85.1022,48.8532,0,0,7.32064,14.0225,2.66288,0,55.9433,0,0
"TMUE_2000006259.1",0,0,2,6.6068,81.0569,64.398,0,4,0,6,1,2,0,6,0,1,0,0,0,0,55.6737,0,14.8179,46.4244
"TMUE_2000006260.1",143.077,0,182,615.349,228.3,677.444,564,367.8,12.8571,34.6429,155.4,4.14801e-06,109,174.857,215.333,75,8.51632e-06,180.6,302.143,372.179,137,406.862,153.263,235.999
"TMUE_2000006261.1",99,39,212.619,193.506,224.184,335.89,286.652,321.743,13,58.6941,36.4197,12,47,79.075,72.6439,48,14,62.6305,487.613,432.768,137,243.692,386,121
"TMUE_2000006262.1",60.3661,52,90.8397,84.3085,63.7101,665.069,71.3616,86.1759,35,50.3167,54.7261,27,14,52.3286,48.2825,38.0313,21.953,66.747,261.091,334.49,232.724,245.539,234.32,229.038
"TMUE_2000006263.1",0,0,0,1.19746,0,0,3.02751,1,0,0,1.37958,1,0,0,0,0,0,0,1.65427,0,0,2,1,0
"TMUE_2000006264.1",18,6.99898,9,39,8,23,35,16,0,1,2,0,0,0,0,1,4,0,97,142,60,97,93,36
"TMUE_2000006265.1",0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,2,14,4,4,6
"TMUE_2000006266.1",0,0,1,1,0,6,1,1,0,0,1,0,2,1,0,0,0,0,2,2,5,2,9,0
"TMUE_2000006267.1",0,0,0,1,0,10.3482,0,0,0,0,0,2.29761,0,3,0,0,1,0,1,0,3,0,10,6.03782
"TMUE_2000006268.1",0,0,0,9.26399,14.5895,80.5337,29.5427,30.2637,2.64811,1.1689,0,0,0,0,14.4416,0,0,0,56.8522,78.0094,20.2306,17.7937,38.7322,34.1857
"TMUE_2000006269.1",1,2,1,0,3.5092,82.995,4,4.63101,2,1,0,0,0,1.21893,2,0,0,2.31325,14.1164,3,31.8619,5.31221,12.8436,51.6526
"TMUE_2000006270.1",9,0,1,14,4,13,24,1,0,0,13,3,0,3,0,0,0,0,0,1,7,2,3,1
"TMUE_2000006271.1",21,34,32,110.634,75.1252,311,163.464,110.896,4,11,9,0,6,32,10,20.464,6,14,76,36,108,42,44,79
"TMUE_2000006272.1",90.8448,25.0616,184.571,236.998,183.137,520.057,514.988,212.295,28.6325,67.8252,130.649,41.6349,102.106,140.464,179.753,123.947,71.5068,124.403,696.538,830.385,367.562,703.787,576.247,540.924
"TMUE_2000006273.1",33,4,19,113,93,44,35,28,0,8,12,0,10,83,90,6,10,48,68,89,36,100,143,24
"TMUE_2000006274.1",0,0,0,16.0468,14.1696,9.30995,6,0,0,0,0,0,0,0,5.03228,0,0,0,0,2,5.14907,0,2.01301,12.3628
"TMUE_2000006275.1",6,2,15,31,24,18,15,4,0,0,0,0,0,6,15,1,1,8,29,27,12,29,22,10
"TMUE_2000006276.1",0,3.56241,0,0,0,34.8425,7.29673,3.53486,0,0,1.26559,0,0,0,0,0,0,0,2.15914,9.9564,9.22781,0,7.95751,7.23746
"TMUE_2000006277.1",20,1,69.6328,25.8512,12,14.8865,24.7257,12.5549,3.40972,15.8125,12.3672,3.39685,42,19,33,50,10,35.0262,78.6963,43.0733,2,29.038,41,3
"TMUE_2000006278.1",95.5421,14.3944,96.8693,481.076,320.941,193.273,237.066,188.503,22.9586,76.2949,95.4633,1,28.4444,102.895,117.581,21.7228,28,119.308,127.509,233.041,56.9248,192.58,366.269,47.8759
"TMUE_2000006279.1",6,0,21,7,3,11,2,0,12,6,48,13,8,19,7,16,7,16,23,25,3,27,11,6
"TMUE_2000006280.1",61,2,151,74,45,73,85,50,12,35,86,19,85,40,77,56,18,40,228,226,15,164,117,55
"TMUE_2000006281.1",76,14,61,233,83,233,101,51,18,22,43,2,0,0,11,2,2,4,27,19,49,46,62,49
"TMUE_2000006282.1",64,16,124,128,121,175,153,71,18,85,167,44,30,91,100,58,19,54,288,244,61,170,144,51
"TMUE_2000006283.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_2000006284.1",449,16,609,761,464,644,749,379,138,126,302,63,93,99,117,81,36,99,1046,764,219,418,623,199
"TMUE_2000006285.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMUE_2000006286.1",1,15.0745,0,6.09014,8.42501,64.5585,2,6.36403,7,1.02637,3,0,0,2,1,0,2,0,3.13726,6.49629,66.6797,1,3.51121,40.9091
"TMUE_2000006287.1",86.609,5.80097,160.488,302.139,224.092,103.203,155.543,185.826,9.73173,0,42.9904,4.8633,22.5379,69.1073,95.8105,18.5877,8.84076,56.6648,233.235,183.036,15.504,110.099,84.8282,21.5541
"TMUE_2000006287.2",7.98981,0,36.9457,174.675,39.6568,65.3551,107.919,28.754,41.2683,7.1012,17.0096,0,0,52.9292,30.1894,17.1024,0,33.7235,160.899,97.9643,10.4402,63.8665,61.9645,9.09139
"TMUE_2000006287.3",64.4012,0.199029,50.5665,107.187,64.2512,58.4422,143.537,88.4199,0,41.8988,0,0.136703,0.462103,20.9635,6.75697e-05,0.309881,0.159245,14.6117,38.8655,0,15.0558,19.034,25.2074,0.3545
"TMUE_2000006288.1",398,10,504,1149,844,347,818,327,41,87,139,58,367,1186,1155,541,201,969,2052,4045,163,4957,3080,241
"TMUE_2000006289.1",4,1.28473,5,57.7558,12,23.5877,13,6,1,7.85184,10.9183,102.852,8.77749,8,3,3,7,0,1243.99,3365.91,5283.89,3129.07,5773.64,3514.83
"TMUE_2000006290.1",0,0,0,1.73649,0,18.4123,10,0,10,0,1.08169,9.14818,1.22251,0,0,0,1,1,81.6454,402.723,499.01,561.789,779.802,488.865
"TMUE_2000006291.1",0,1.18406,0,1.49887,0,1.6511,0,1.23192,0,0,0,0,0,0,0,0,0,0,0,0,1.33367,5.42275,0,1.73676
"TMUE_2000006292.1",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9.20746,2,2,12.1973,7,0
"TMUE_2000006293.1",17,3,2,45,3,94,40,30,1,4,9,145,92,332,498,102,72,361,557,2030,4138,2873,2140,4910
"TMUE_2000006294.1",803,74,522,3278,779,1753,2624,511,452,451,1082,190,268,789,1380,299,111,772,1675,1456,372,1315,932,403
"TMUE_2000006295.1",0,0,0,1,2,3.19749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"TMUE_2000006296.1",58,2,169,56,33,59,73,34,8,24,67,19,20,33,44,33,15,32,73,66,4,36,27,2
"TMUE_2000006297.1",9,0,4,8,6,6.24255,5.65549,0,3,0,1.05108,0,0,0,1,0,0,1,0,2,0,3,0,2
"TMUE_2000006298.1",1,0,3,12,9,23,7,7,0,3,1,0,0,0,3,1,0,2,0,0,3,1,1,0
